reaction	linear_coefficient
3NTD2pp	0.6633257275098615
5DOAN	0.4805766965991991
3NTD4pp	0.6633257275098615
3NTD7pp	0.6633257275098615
3NTD9pp	0.6633257275098615
ACGALtex	0.7433294642960308
ACGAM1Ptex	0.7433294642960308
A5PISO	0.5246594082305291
ACGAMK	0.5697547486818486
ACGAMT	0.6403989850885233
AACPS1	0.7335704354597983
ACGAptspp	0.6959648594761622
AACPS2	0.7335704354597983
ACGAtex	0.7433294642960308
AACPS3	0.7335704354597983
ACGK	0.49629736454635953
ACGS	0.7569483174679504
AACPS4	0.7335704354597983
ACHBS	0.6955599749102056
ACKr	0.800808253784213
3OADPCOAT	0.5073653764411971
AACPS5	0.7335704354597983
3OAR100	0.558180162796001
AACPS6	0.7335704354597983
3OAR120	0.558180162796001
AACPS7	0.7335704354597983
3OAR121	0.558180162796001
3OAR140	0.558180162796001
ACLDC	0.6085384576235662
ACLS	0.6955599749102056
3OAR141	0.558180162796001
ACLS_a	0.5681022767471268
AACPS8	0.7335704354597983
ACMAMUT	0.6055772257005887
ACMANAptspp	0.674783398386761
ACMANAtex	0.7433294642960308
3OAR160	0.558180162796001
3OAR161	0.558180162796001
3OAR180	0.558180162796001
3OAR181	0.558180162796001
3OAR40	0.558180162796001
3OAR60	0.558180162796001
ACMUMptspp	0.5980154055100172
ACMUMtex	0.7433294642960308
AACPS9	0.7335704354597983
ACOAD1f	0.6210612147741735
ADNK1	0.8505742681507886
ACOAD2f	0.6210612147741735
AADDGT	0.4123202264657424
ACOAD3f	0.6210612147741735
ACOAD4f	0.6210612147741735
ADNUC	0.47052380566109403
ADNt2pp	0.6538781743306636
AAMYL	0.6229774779164787
ADNtex	0.7911985131043663
ADOCBIK	0.37881455214538534
ACOAD5f	0.6210612147741735
ACOAD6f	0.6210612147741735
ACOAD7f	0.6210612147741735
ACOAD8f	0.6210612147741735
ADOCBLS	0.6238191835281093
ADOCBLabcpp	0.46605639035215674
AAMYLpp	0.6827598300296763
ADOCBLtonex	0.6009809362125537
ADPRDP	0.7569681891330066
ADPT	0.5899302126172588
ADSK	0.5049224822843429
ACOATA	0.7335704354597983
ACODA	0.5594947940301161
ADSL1r	0.4629125945420075
AB6PGH	0.5911120389565714
ADSL2r	0.4629125945420075
ADSS	0.644652987520334
AGDC	0.5776973377623102
ACOLIPAtex	0.5681022767471268
ACONIs	0.5681022767471268
ACONMT	0.649017889748161
ABTA	0.6594341015406144
ACONTa	0.6348698219047918
AGM3PA	0.6520305767872442
ACONTb	0.6348698219047918
AGM3PApp	0.6163803423699016
ABTDG	0.5380953949430473
AGM3PH	0.5117694143181923
ACOTA	0.6202882075493683
AGM3Pt2pp	0.6431117878327297
ACPS1	0.14550516365334398
ABUTD	0.6170354693751124
ACS	0.7429094577916237
AGM4PA	0.6520305767872442
AGM4PApp	0.6163803423699016
ACSERtex	0.7433294642960308
AGM4PCP	0.6598571211351061
ACSERtpp	0.4975714221573815
ABUTt2pp	0.6865348556964016
ACTD	0.5675479210226793
ACTDa	0.5675479210226793
AGM4PCPpp	0.5681022767471268
AGM4PH	0.5117694143181923
AGM4Pt2pp	0.6431117878327297
AGMH	0.5117694143181923
AGMHE	0.6365666012067916
ACt2rpp	0.5681022767471268
ACt4pp	0.5301510602160437
ACtex	0.7433294642960308
ADA	0.5583313822087721
ABUTtex	0.7433294642960308
ADCL	0.5220144533614338
ACACT1r	0.6829730737901808
AGMPTRCtpp	0.6550132996187775
ACALD	0.6065169168989859
ACALDtex	0.7433294642960308
AGMT	0.7388766886775173
AGMt2pp	0.6431117878327297
ADCPS1	0.5078833259465911
ACALDtpp	0.5681022767471268
ADCS	0.5866370690447138
AGMtex	0.7433294642960308
AGPAT120	0.7715601056426244
AGPAT140	0.7715601056426244
ACANTHAT	0.5759711445831452
ACBIPGT	0.37881455214538534
ACCOAC	0.5873995618322739
ACGAL1Ptex	0.7433294642960308
ADNCYC	0.5357654535834551
ADCYRS	0.5579813152217274
ADD	0.566681664771157
AGPAT141	0.7715601056426244
ALAtex	0.7433294642960308
AGPAT160	0.7715601056426244
AGPAT161	0.7715601056426244
AGPAT180	0.7715601056426244
AGPAT181	0.7715601056426244
AGPR	0.4089198313725349
AGt3	0.5682816195691044
ADEt2rpp	0.7208774766271615
ADEtex	0.7433294642960308
ADK1	0.8505742681507886
ADK3	0.8505742681507886
ADK4	0.8505742681507886
ADMDC	0.5189823979639846
ARGt3pp	0.6563358276667215
ARGtex	0.7433294642960308
AHCi	0.5800666524710583
AHCYSNS	0.6021198328519421
23DK5MPPISO	0.5681022767471268
ALCD19	0.5732104805146936
ASAD	0.7917820538451823
ASCBPL	0.7438952084461062
AICART	0.5489363768809916
AIRC2	0.49849833485753514
AIRC3	0.3519916039567756
AKGDH	0.7580826757795185
ASCBptspp	0.6385375758839639
ASCBtex	0.7433294642960308
ASNN	0.635764069115961
AKGt2rpp	0.579876132308671
ALCD2x	0.6065169168989859
AKGtex	0.7433294642960308
ALAALAabcpp	0.7383260032246202
ALAALAr	0.5104696992096828
ALAALAtex	0.7433294642960308
ALAGLUE	0.699454159695199
ASNNpp	0.7733763712657932
ASNS1	0.6878306920700052
ASNS2	0.5434297979208754
ASNTRS	0.8328518228754935
ASNt2rpp	0.5656087255088673
ASNtex	0.7433294642960308
ASO3t8pp	0.536617888477544
ALCD3ir	0.5518270453286406
ASO3tex	0.7433294642960308
ASP1DC	0.515759346950948
ASPCT	0.6477550465745878
ALDD19xr	0.5602677971957758
ASPK	0.6277305633189604
ASPO3	0.53423596896346
ALAR	0.5571513107172591
ALATA_D2	0.5670410897899513
ALDD2x	0.6084503232630878
ALATA_L	0.5681022767471268
ALATA_L2	0.5670410897899513
ASPO4	0.53423596896346
ASPO5	0.53423596896346
ALDD2y	0.7201621027670652
ASPO6	0.53423596896346
ALATRS	0.651449511578098
ALDD3y	0.7201621027670652
ALAabcpp	0.8566946802076806
ALAt2pp	0.7464672879755684
ASPT	0.6966622076325595
ASPTA	0.6676778660600017
ASPTRS	0.6503813789800309
ASPabcpp	0.7887614827630239
ASPt2_2pp	0.6871758442769276
ASPt2_3pp	0.6488760381244014
ALAt4pp	0.6092352480049612
ALLPI	0.00799188539386237
ASPt2pp	0.6222559940013404
ASPtex	0.7433294642960308
AST	0.5759539870302003
BZDIOLDH	0.33513895316766157
ALLTAMH	0.45828797915086883
ALLTN	0.5225056718341841
BZt	0.5681022767471268
ALLULPE	0.5977711082918015
ATHRDHr	0.6163645538090758
ATPM	0.5681022767471268
ATPPRT	0.6295637906592643
ALLtex	0.7433294642960308
ATPS4rpp	0.7366127194442557
BALAt2pp	0.7464672879755684
BALAtex	0.7433294642960308
BETALDHx	0.5790523668524474
CA2t3pp	0.5533175178461875
CA2tex	0.7433294642960308
ALPATE160pp	0.7648977381105616
CADVtpp	0.7200304701942625
CAT	0.595747564018286
BETALDHy	0.5790523668524474
BGLK	0.5728690820410058
BLUB	0.5681022767471268
BPNT	0.5681022767471268
BSORx	0.6493017798884654
BSORy	0.6493017798884654
CATDOX	0.5525682423664993
CAt6pp	0.5466636757796308
CBIAT	0.3543563522727245
CBItonex	0.6009809362125537
ALPATG160pp	0.7648977381105616
CBIuabcpp	0.46605639035215674
CBL1abcpp	0.46605639035215674
CBL1tonex	0.6009809362125537
ALR2	0.6568725565562055
CBLAT	0.3543563522727245
BTDD_RR	0.5681022767471268
ALR4x	0.4756025836499349
BTDt_RR	0.5681022767471268
BTS4	0.6036714823838212
CBPS	0.7854629401908247
CD2abcpp	0.6148780725898554
BUTCT	0.5033352810439267
BUTSO3abcpp	0.5845431378369166
CD2t3pp	0.7097020143925501
BUTSO3tex	0.7433294642960308
ALTRH	0.6845162585940198
BUTtex	0.7433294642960308
CD2tex	0.7433294642960308
CD2tpp	0.7848257301022159
CDAPPA120	0.651252052822376
BZ12DOX	0.5143925754100618
AM3PA	0.6520305767872442
CDAPPA140	0.651252052822376
CDAPPA141	0.651252052822376
CDAPPA160	0.651252052822376
CDAPPA161	0.651252052822376
CLPNS181pp	0.5903997306006974
CLt3_2pp	0.5851244995727424
AM4PA	0.6520305767872442
CLtex	0.7433294642960308
CDAPPA180	0.651252052822376
CDAPPA181	0.651252052822376
CDPMEK	0.560314273381868
AM4PCP	0.6598571211351061
CELLBabc	0.5681022767471268
CFAS160E	0.5426589053918834
CMCMSAD	0.4530341199021451
CMHMI	0.41182834813056796
CMPtex	0.7433294642960308
CFAS160G	0.5426589053918834
AMALT1	0.6006313660449547
CFAS180E	0.5426589053918834
CO2tex	0.7433294642960308
CO2tpp	0.5681022767471268
CFAS180G	0.5426589053918834
AMALT2	0.6006313660449547
COBALT2abcpp	0.6148780725898554
COBALT2t3pp	0.7097020143925501
CGLYabcpp	0.7383260032246202
AMALT3	0.6006313660449547
CGLYtex	0.7433294642960308
COBALT2tex	0.7433294642960308
COBALT2tpp	0.7848257301022159
COLIPAabcpp	0.5898302389061245
CHLabcpp	0.6162840706575504
CHLt2pp	0.6401737966819082
CHLtex	0.7433294642960308
CHORM	0.5824114781388888
AMALT4	0.6006313660449547
CHORS	0.4560959196239861
CHRPL	0.5741031418459732
CPC2MT	0.4063741633296039
CPC3MT	0.5548408382429092
CPC4MT	0.4758284932374977
CITACt	0.7858514577590208
AMANAPEr	0.5502279521448347
CITL	0.708392566292333
CPC5MT	0.5556930616965627
AMAOTr	0.6855838075234355
CPC6MT	0.3946565803799235
CPC6R	0.4686036313602126
CITt4_1	0.7922503304400192
CLIPAtex	0.5681022767471268
CPC8MM	0.38005463180487986
CLPNH120pp	0.5681022767471268
AMMQLT8	0.37906636908773483
CLPNH140pp	0.5681022767471268
CLPNH141pp	0.5681022767471268
CPGNabcpp	0.4968226000970456
CPPPGO	0.5223199912514844
AMPMS2	0.6448097446159691
CPPPGO2	0.6834558712484607
CLPNH160pp	0.5681022767471268
CLPNH161pp	0.5681022767471268
CRNDabcpp	0.6547443796627405
CRNDt2rpp	0.7343852455218989
CRNabcpp	0.6547443796627405
CRNt2rpp	0.7343852455218989
CLPNH180pp	0.5681022767471268
CLPNH181pp	0.5681022767471268
CLPNS120pp	0.5903997306006974
CLPNS140pp	0.5903997306006974
CRNtex	0.7433294642960308
CS	0.5808376359319337
AMPN	0.6234404333576304
CSND	0.7017121615776662
CSNt2pp	0.7178199705482902
CSNtex	0.7433294642960308
CLPNS141pp	0.5903997306006974
CLPNS160pp	0.5903997306006974
CTBTabcpp	0.6547443796627405
CLPNS161pp	0.5903997306006974
AMPTASECG	0.7329477214927343
CLPNS180pp	0.5903997306006974
EX_cgly_e	0.5681022767471268
CTBTt2rpp	0.7343852455218989
CTPS2	0.6945929978515837
CU1Opp	0.6155101942005741
CU1abcpp	0.6242190292586599
CU2abcpp	0.6148780725898554
AMPTASEPG	0.7329477214927343
AMPtex	0.7433294642960308
ANHGMtex	0.7433294642960308
CU2tex	0.7433294642960308
CU2tpp	0.7848257301022159
CUt3	0.5682816195691044
CUtex	0.7433294642960308
CYANST	0.6625618827847348
CYSDtex	0.7433294642960308
CYSS	0.6620526529679837
CYSSADS	0.5977148858217451
CYANSTpp	0.6383430995733802
ANHMK	0.6977598477185704
CYANtex	0.7433294642960308
CYNTt2pp	0.5567033416303426
ANPRT	0.5282745341914191
CYNTtex	0.7433294642960308
CYRDAAT	0.3543563522727245
CYRDAR2	0.5681022767471268
CYSTGL	0.5173875088123638
CYSTL	0.5296529006127002
CYSTRS	0.6418487946540281
CYRDAS	0.5681022767471268
CYS	0.6921662980395334
CYSTS	0.6921662980395334
CYSDDS	0.46397154111776856
ANS	0.5979590920592452
CYSDS	0.5296529006127002
CYSabc2pp	0.5875400879698582
CYSabcpp	0.5681022767471268
AOBUTDs	0.5681022767471268
CYStex	0.7433294642960308
CYStpp	0.4975714221573815
CYSDabcpp	0.5681022767471268
AOXSr	0.4364480131684916
CYTBDpp	0.5976992207823785
CYTBO3_4pp	0.6097431544650871
CYTD	0.7101015070332943
CYTDH	0.7270773834146614
CYTDK2	0.5885474705406886
DCYTt2pp	0.6538781743306636
DCYTtex	0.7911985131043663
AP4AH	0.6992912079420609
DDCAtexi	0.7623755248798381
DDGALK	0.47279469769457066
CYTDt2pp	0.6538781743306636
CYTDtex	0.7433294642960308
CYTK1	0.6249324794837595
DDGLCNt2rpp	0.002600040275321409
DDGLCNtex	0.7433294642960308
CYTK2	0.6249324794837595
AP5AH	0.6992912079420609
D_LACt2pp	0.6930492505093546
D_LACtex	0.7433294642960308
DDGLK	0.6811898380168554
DDPA	0.6588646175605924
DDPGALA	0.36301609504381177
D5KGK	0.6116165524656304
DGK1	0.704602721309974
APPLDHr	0.5681022767471268
DGMPtex	0.7433294642960308
DGSNt2pp	0.6538781743306636
DGSNtex	0.7433294642960308
D5KGPA	0.5681022767471268
DAAD	0.6351269794009717
DHAD1	0.48527067468759505
DACTt3	0.5681022767471268
DADA	0.5583313822087721
DADK	0.8505742681507886
DADNt2pp	0.6538781743306636
DHAD2	0.48527067468759505
APRAUR	0.6101056765526688
DHAK	0.6775610155690397
DHAPT	0.7674717835197747
DADNtex	0.7911985131043663
DAGK120	0.5525682423664993
DAGK140	0.5525682423664993
DHAtex	0.7433294642960308
DHAtpp	0.5681022767471268
DAGK141	0.5525682423664993
APTNAT	0.5750552599753675
DAGK160	0.5525682423664993
DHBD	0.38561360958882035
DHBS	0.5428206716204803
DHBSH	0.5681022767471268
DAGK161	0.5525682423664993
ARAI	0.6184326977067601
DAGK180	0.5525682423664993
DAGK181	0.5525682423664993
DHCINDO	0.43995570574782955
DHDPRy	0.8185200189251893
DHDPS	0.5854161725255287
DHEDAA	0.47090003190559127
DALAt2pp	0.7464672879755684
DALAtex	0.7433294642960308
ARAT	0.7259878638801747
DAMPtex	0.7433294642960308
DAPAL	0.59983113473371
DHFR	0.806928535833669
DHFS	0.5369663075554021
DHNAOT4	0.5588382381558124
DHNPA2r	0.7244333055199924
DHORD2	0.5582800782932622
DAPAT	0.5681022767471268
DAPDC	0.6002495710513639
DHORD5	0.5582800782932622
ARBTNabcpp	0.4968226000970456
DHORTS	0.5273548004368177
DAPE	0.45094368328443385
DAPtex	0.7433294642960308
DASYN120	0.5019964536684599
DHPACCOAHIT	0.7265377756810554
ARBt2rpp	0.7276131877457398
DHPDO	0.5016096502146944
DHPPDA2	0.6101056765526688
DASYN140	0.5019964536684599
DASYN141	0.5019964536684599
DHPS2	0.44276893700200615
DASYN160	0.5019964536684599
ARBt3ipp	0.5161328489779587
DASYN161	0.5019964536684599
DASYN180	0.5019964536684599
DHPTPE	0.32303605884910686
DHQS	0.5608554344528047
DHQTi	0.4795255905262648
DASYN181	0.5019964536684599
DIMPtex	0.7433294642960308
ARBtex	0.7433294642960308
DINSt2pp	0.6538781743306636
DINStex	0.7433294642960308
DB4PS	0.7594370156301533
DBTS	0.6837847221185438
DCAtex	0.7433294642960308
DCMPtex	0.7433294642960308
DCTPD	0.5468984670872088
DKDID	0.6694471106625379
DKGLCNR1	0.5854467761871675
DKGLCNR2x	0.5321990496964556
DCYTD	0.7101015070332943
ARD_1	0.5681022767471268
DKGLCNR2y	0.5321990496964556
DKMPPD	0.5681022767471268
DKMPPD3	0.5681022767471268
DMATT	0.47282285306327854
DMPPS	0.38514890008953195
DMQMT	0.65101934027171
DNTPPA	0.4245222105819121
DOPAtex	0.7433294642960308
ARD1	0.5267410063566925
DPCOAK	0.6163326715944619
DMSOR1	0.6041277613125472
DPR	0.5810726918651273
ARGDCpp	0.7186436175048063
DRPA	0.7863047282552499
DSBAO1	0.7863047282552499
DMSOR2	0.6041277613125472
DMSOtex	0.7433294642960308
DMStex	0.7433294642960308
DSBAO2	0.7863047282552499
ARGORNt7pp	0.5090241222443127
DSBCGT	0.6161149884064464
DSBDR	0.8725497417650027
DSBGGT	0.5764799033269853
DSERDHr	0.6163645538090758
DSERt2pp	0.7464672879755684
DNAMTn2r	0.4892873822932466
DNMPPA	0.5681022767471268
DSERtex	0.7433294642960308
ARGSL	0.6802394321376657
ARGSS	0.6802394321376657
ARGTRS	0.6391549316230688
DTMPK	0.3109934246255146
ECOAH8	0.5597253628046721
EDA	0.49217453793125315
EDD	0.6020653805547053
DTMPtex	0.7433294642960308
ARGabcpp	0.7576975112916362
DUMPtex	0.7433294642960308
DURIK1	0.5416313747112771
EDTXS1	0.6125810592070675
EDTXS2	0.4975714221573815
EDTXS3	0.4326571425662916
EDTXS4	0.4975714221573815
DURIPP	0.6204214621050212
EX_cellb_e	0.5681022767471268
DURIt2pp	0.6538781743306636
DURItex	0.7911985131043663
DUTPDP	0.5456936398403596
DXPRIi	0.6280002900348653
DXPS	0.5578819448021628
ENO	0.6065489550428852
2OH3K5MPPISO	0.5681022767471268
ENTCS	0.3138320455496471
ENTERES	0.7284719101371764
ENTERES2	0.7284719101371764
ETHAAL	0.5713446897947223
DXYLK	0.6829730737901808
E4PD	0.6231180991945221
EAR100x	0.6330768955243333
EAR100y	0.6330768955243333
EAR120x	0.6330768955243333
FDH5pp_1	0.5939012563124823
EAR120y	0.6330768955243333
EAR121x	0.6330768955243333
EAR121y	0.6330768955243333
EAR140x	0.6330768955243333
EAR140y	0.6330768955243333
EAR141x	0.6330768955243333
ETHAt	0.3213316119417995
ETHAtex	0.7433294642960308
ETHSO3abcpp	0.5845431378369166
ETHSO3tex	0.7433294642960308
ETOHt2rpp	0.5681022767471268
ETOHtex	0.7433294642960308
F6PA	0.7155678678731607
EAR141y	0.6330768955243333
EAR160x	0.6330768955243333
F6PP	0.6819725252114823
EAR160y	0.6330768955243333
FDMO	0.5208946809895204
EAR161x	0.6330768955243333
EAR161y	0.6330768955243333
EAR180x	0.6330768955243333
F6Pt6_2pp	0.7315449633056542
F6Ptex	0.7433294642960308
FA100ACPHi	0.938112961358253
FA120ACPHi	0.938112961358253
FA140ACPHi	0.938112961358253
FA141ACPHi	0.938112961358253
FA160ACPHi	0.938112961358253
FA161ACPHi	0.938112961358253
EAR180y	0.6330768955243333
EAR181x	0.6330768955243333
EAR181y	0.6330768955243333
EAR40x	0.6330768955243333
EAR40y	0.6330768955243333
EAR60x	0.6330768955243333
FA80ACPHi	0.938112961358253
FACOAE100	0.6241786853471213
EAR60y	0.6330768955243333
FACOAE120	0.6241786853471213
FDMO2	0.5208946809895204
FACOAE140	0.6241786853471213
FACOAE141	0.6241786853471213
FACOAE160	0.6241786853471213
EAR80x	0.6330768955243333
EAR80y	0.6330768955243333
ECAP1pp	0.49662591808501844
ECAP2pp	0.49662591808501844
FACOAE161	0.6241786853471213
FACOAE180	0.6241786853471213
ECAP3pp	0.49662591808501844
FACOAE181	0.6241786853471213
FDMO3	0.5208946809895204
FACOAE60	0.6241786853471213
FACOAE80	0.6241786853471213
ECAtpp	0.4635446125315964
ECOAH1	0.5597253628046721
ECOAH2	0.5597253628046721
ECOAH3	0.5597253628046721
FACOAL100t2pp	0.5453697056899132
FACOAL120t2pp	0.5453697056899132
FACOAL140t2pp	0.5453697056899132
FACOAL141t2pp	0.5453697056899132
ECOAH4	0.5597253628046721
FDMO4	0.5208946809895204
ECOAH5	0.5597253628046721
ECOAH6	0.5597253628046721
ECOAH7	0.5597253628046721
FACOAL160t2pp	0.5453697056899132
FACOAL161t2pp	0.5453697056899132
FACOAL180t2pp	0.5453697056899132
FDMO6	0.5208946809895204
FACOAL181t2pp	0.5453697056899132
FACOAL60t2pp	0.5453697056899132
FACOAL80t2pp	0.5453697056899132
FADRx	0.5243647448233619
FE2abcpp	0.5874303923050086
FADRx2	0.6254390291435804
FALDH2	0.5732104805146936
FALDtex	0.7433294642960308
FRUpts2pp	0.674783398386761
FRUptspp	0.6262377230179701
FE2t2pp	0.6262958636613312
FRUtex	0.7433294642960308
FBA	0.6717280194862544
FBP	0.6863442915238128
FCI	0.5781157517541807
FCLK	0.5397782841783323
FCLPA	0.9431253713877706
FTHFD	0.5574611979011183
FUCtex	0.7433294642960308
FUCtpp	0.7691830766807132
FUM	0.6637639990734587
FUMt2_2pp	0.6871758442769276
FUMt2_3pp	0.8599740496489044
FCLT	0.5681022767471268
FE2t3pp	0.7097020143925501
FDH4pp_1	0.5939012563124823
FUMtex	0.7433294642960308
G1PACT	0.7143951690880184
G1PPpp	0.5304131252206462
FE2tex	0.7433294642960308
G1PTT	0.45282824639403146
G1Ptex	0.7433294642960308
GALCTNLt2pp	0.5924023878450658
GALCTNLtex	0.7433294642960308
GALCTNt2pp	0.6314874462540225
GALCTNtex	0.7433294642960308
G1SAT	0.6440149457587092
G2PPpp	0.6230473607017133
GALCTt2rpp	0.6775610155690397
FE2tpp	0.7848257301022159
GALCTtex	0.7433294642960308
GALKr	0.45374583105324073
GALM2pp	0.5383449267951756
GALS3	0.6537819026183126
GALTptspp	0.5973330960250836
G3PAT120	0.5743491612611994
G3PAT140	0.5743491612611994
G3PAT141	0.5743491612611994
G3PAT160	0.5743491612611994
G3PAT161	0.5743491612611994
G3PAT180	0.5743491612611994
GALTtex	0.7433294642960308
GALURt2rpp	0.7382141907682447
G3PAT181	0.5743491612611994
FE3DHBZSabcpp	0.8095065117809715
G3PCabcpp	0.7072859484217623
GALURtex	0.7433294642960308
GALUi	0.6658507291759779
GALabcpp	0.777045059546572
G3PCtex	0.7433294642960308
GALt2pp	0.6838509744785869
G3PD2	0.5873456433810885
FE3DHBZStonex	0.650960991021874
G3PD5	0.7406289397018523
GALtex	0.7433294642960308
GAM6Pt6_2pp	0.7315449633056542
G3PD6	0.5972976340338039
GAMAN6Ptex	0.7433294642960308
G3PD7	0.5972976340338039
G3PEabcpp	0.7072859484217623
G3PEtex	0.7433294642960308
GAMptspp	0.674783398386761
GAMtex	0.7433294642960308
GAPD	0.6685253934098199
GARFT	0.5615630494100466
G3PGabcpp	0.7072859484217623
GART	0.5399735507155563
G3PGtex	0.7433294642960308
GCALDD	0.5583941767106855
FE3HOXabcpp	0.4968226000970456
GDPDPK	0.5813501709059246
G3PIabcpp	0.7072859484217623
G3PItex	0.7433294642960308
G3PSabcpp	0.7072859484217623
GDPMNP	0.6492963181111788
FE3HOXtonex	0.6908075322943089
GDPtex	0.7433294642960308
GF6PTA	0.5705999866973576
GGGABADr	0.6084503232630878
G3PStex	0.7433294642960308
G3PT	0.6819725252114823
G5SADs	0.5681022767471268
GGGABAH	0.6172059394250242
G5SD	0.5867767908219313
FE3Ri	0.5243647448233619
G6PDA	0.7101434013926233
GGPTRCO	0.43149795900216514
GGPTRCS	0.7022431328090348
GHMT2r	0.5670410897899513
GK1	0.704602721309974
G6PDH2r	0.6213142676278965
G6PP	0.6819725252114823
G6Pt6_2pp	0.7315449633056542
G6Ptex	0.7433294642960308
GAL1PPpp	0.5304131252206462
FE3abcpp	0.5681022767471268
GAL1Ptex	0.7433294642960308
GALBDtex	0.7433294642960308
GLA	0.14542760320646314
FE3tex	0.7433294642960308
GALCTD	0.6402063051043111
GLBRAN2	0.6283869039716616
FECRMR3	0.5681022767471268
GLCATr	0.6529592633831428
FECRMabcpp	0.4968226000970456
GLCDpp	0.6205260966376385
GLCNt2rpp	0.7317150599041723
FECRMtonex	0.6908075322943089
GLCabcpp	0.777045059546572
GLCNtex	0.7433294642960308
FEENTERR3	0.5681022767471268
GLCOAS	0.5942899680423818
GLCptspp	0.674783398386761
GLCt2pp	0.6838509744785869
GLCtex_copy1	0.7433294642960308
GLCtex_copy2	0.5896591211121834
GLDBRAN2	0.5771874562689117
GLGC	0.5430201833024164
GLCP	0.6526251925587463
GLCP2	0.6526251925587463
GLCRAL	0.5418684718977994
GLCRD	0.6023975761130154
GLNS	0.7257725138043054
FEENTERabcpp	0.8095065117809715
GLNTRS	0.5901559971856806
GLNabcpp	0.804360913203424
GLCRt2rpp	0.6775610155690397
GLCRtex	0.7433294642960308
GLCS1	0.5807569891264027
GLNtex	0.7433294642960308
GLTPD	0.531233269009514
GLCUR1Ptex	0.7433294642960308
GLCURt2rpp	0.7382141907682447
GLU5K	0.6751155047889901
FEENTERtonex	0.6265881888121491
GLUCYS	0.6781390168324042
